radius	csound	density	pressure	Gamma_1	temperature
9.9311150E-001	2.1870053E+006	1.2168503E-004	4.2425471E+008	1.3718611E+000	3.2200916E+004
9.9307820E-001	2.1934696E+006	1.2332387E-004	4.3213315E+008	1.3730705E+000	3.2331241E+004
9.9304480E-001	2.1999548E+006	1.2498147E-004	4.4014797E+008	1.3742775E+000	3.2462339E+004
9.9301130E-001	2.2064577E+006	1.2665825E-004	4.4830170E+008	1.3754802E+000	3.2594216E+004
9.9297770E-001	2.2129744E+006	1.2835473E-004	4.5659652E+008	1.3766770E+000	3.2726876E+004
9.9294390E-001	2.2195030E+006	1.3007120E-004	4.6503462E+008	1.3778671E+000	3.2860322E+004
9.9291000E-001	2.2260436E+006	1.3180796E-004	4.7361851E+008	1.3790510E+000	3.2994560E+004
9.9287600E-001	2.2325955E+006	1.3356528E-004	4.8235024E+008	1.3802290E+000	3.3129591E+004
9.9284180E-001	2.2391700E+006	1.3534233E-004	4.9123215E+008	1.3814049E+000	3.3265419E+004
9.9280760E-001	2.2457770E+006	1.3713854E-004	5.0026667E+008	1.3825830E+000	3.3402050E+004
9.9277310E-001	2.2524171E+006	1.3895411E-004	5.0945615E+008	1.3837646E+000	3.3539489E+004
9.9273860E-001	2.2590937E+006	1.4078911E-004	5.1880296E+008	1.3849533E+000	3.3677741E+004
9.9270390E-001	2.2658078E+006	1.4264377E-004	5.2830944E+008	1.3861511E+000	3.3816814E+004
9.9266910E-001	2.2725565E+006	1.4451854E-004	5.3797814E+008	1.3873572E+000	3.3956712E+004
9.9263420E-001	2.2793384E+006	1.4641360E-004	5.4781116E+008	1.3885713E+000	3.4097442E+004
9.9259910E-001	2.2861547E+006	1.4832918E-004	5.5781164E+008	1.3897934E+000	3.4239010E+004
9.9256390E-001	2.2930050E+006	1.5026536E-004	5.6798168E+008	1.3910238E+000	3.4381420E+004
9.9252860E-001	2.2998905E+006	1.5222232E-004	5.7832402E+008	1.3922634E+000	3.4524679E+004
9.9249320E-001	2.3068128E+006	1.5420017E-004	5.8884104E+008	1.3935145E+000	3.4668795E+004
9.9245760E-001	2.3137741E+006	1.5619909E-004	5.9953547E+008	1.3947794E+000	3.4813772E+004
9.9242180E-001	2.3207763E+006	1.5821922E-004	6.1040971E+008	1.3960609E+000	3.4959620E+004
9.9238600E-001	2.3278222E+006	1.6026084E-004	6.2146672E+008	1.3973627E+000	3.5106344E+004
9.9235000E-001	2.3349097E+006	1.6232444E-004	6.3270860E+008	1.3986864E+000	3.5253954E+004
9.9231380E-001	2.3420433E+006	1.6441024E-004	6.4413861E+008	1.4000366E+000	3.5402456E+004
9.9227760E-001	2.3492254E+006	1.6651839E-004	6.5575924E+008	1.4014163E+000	3.5551858E+004
9.9224120E-001	2.3564564E+006	1.6864903E-004	6.6757301E+008	1.4028263E+000	3.5702169E+004
9.9220460E-001	2.3637371E+006	1.7080237E-004	6.7958306E+008	1.4042670E+000	3.5853395E+004
9.9216800E-001	2.3710664E+006	1.7297856E-004	6.9179200E+008	1.4057373E+000	3.6005545E+004
9.9213120E-001	2.3784407E+006	1.7517775E-004	7.0420268E+008	1.4072326E+000	3.6158628E+004
9.9209420E-001	2.3858560E+006	1.7740018E-004	7.1681780E+008	1.4087493E+000	3.6312650E+004
9.9205720E-001	2.3933158E+006	1.7964570E-004	7.2964031E+008	1.4102887E+000	3.6467618E+004
9.9202000E-001	2.4008344E+006	1.8191327E-004	7.4267288E+008	1.4118587E+000	3.6623541E+004
9.9198260E-001	2.4084129E+006	1.8420287E-004	7.5591862E+008	1.4134591E+000	3.6780429E+004
9.9194510E-001	2.4160482E+006	1.8651448E-004	7.6937972E+008	1.4150865E+000	3.6938289E+004
9.9190750E-001	2.4237392E+006	1.8884834E-004	7.8306015E+008	1.4167389E+000	3.7097132E+004
9.9186980E-001	2.4314832E+006	1.9120446E-004	7.9696224E+008	1.4184134E+000	3.7256967E+004
9.9183190E-001	2.4392768E+006	1.9358285E-004	8.1108912E+008	1.4201051E+000	3.7417803E+004
9.9179390E-001	2.4471181E+006	1.9598375E-004	8.2544389E+008	1.4218127E+000	3.7579646E+004
9.9175570E-001	2.4550109E+006	1.9840751E-004	8.4002956E+008	1.4235423E+000	3.7742506E+004
9.9171740E-001	2.4629523E+006	2.0085427E-004	8.5484929E+008	1.4252909E+000	3.7906392E+004
9.9167900E-001	2.4709384E+006	2.0332412E-004	8.6990627E+008	1.4270536E+000	3.8071311E+004
9.9164040E-001	2.4789652E+006	2.0581717E-004	8.8520377E+008	1.4288256E+000	3.8237274E+004
9.9160170E-001	2.4870282E+006	2.0833352E-004	9.0074504E+008	1.4306016E+000	3.8404287E+004
9.9156290E-001	2.4951232E+006	2.1087324E-004	9.1653329E+008	1.4323766E+000	3.8572357E+004
9.9152390E-001	2.5032460E+006	2.1343643E-004	9.3257194E+008	1.4341457E+000	3.8741493E+004
9.9148480E-001	2.5113999E+006	2.1602347E-004	9.4886491E+008	1.4359136E+000	3.8911700E+004
9.9144550E-001	2.5195884E+006	2.1863474E-004	9.6541521E+008	1.4376866E+000	3.9082984E+004
9.9140610E-001	2.5278099E+006	2.2127042E-004	9.8222645E+008	1.4394631E+000	3.9255354E+004
9.9136660E-001	2.5360616E+006	2.2393072E-004	9.9930260E+008	1.4412398E+000	3.9428816E+004
9.9132690E-001	2.5443408E+006	2.2661585E-004	1.0166469E+009	1.4430146E+000	3.9603376E+004
9.9128710E-001	2.5526444E+006	2.2932607E-004	1.0342627E+009	1.4447849E+000	3.9779041E+004
9.9124710E-001	2.5609690E+006	2.3206177E-004	1.0521546E+009	1.4465475E+000	3.9955818E+004
9.9120700E-001	2.5693129E+006	2.3482330E-004	1.0703257E+009	1.4483023E+000	4.0133713E+004
9.9116680E-001	2.5776761E+006	2.3761140E-004	1.0887799E+009	1.4500530E+000	4.0312732E+004
9.9112640E-001	2.5860612E+006	2.4042480E-004	1.1075215E+009	1.4517930E+000	4.0492881E+004
9.9108580E-001	2.5944683E+006	2.4326286E-004	1.1265536E+009	1.4535189E+000	4.0674167E+004
9.9104520E-001	2.6029018E+006	2.4612557E-004	1.1458809E+009	1.4552339E+000	4.0856597E+004
9.9100430E-001	2.6113651E+006	2.4901279E-004	1.1655067E+009	1.4569414E+000	4.1040178E+004
9.9096340E-001	2.6198609E+006	2.5192448E-004	1.1854349E+009	1.4586434E+000	4.1224918E+004
9.9092220E-001	2.6283888E+006	2.5486106E-004	1.2056697E+009	1.4603412E+000	4.1410824E+004
9.9088100E-001	2.6369458E+006	2.5782317E-004	1.2262152E+009	1.4620347E+000	4.1597903E+004
9.9083950E-001	2.6455359E+006	2.6081075E-004	1.2470748E+009	1.4637277E+000	4.1786163E+004
9.9079800E-001	2.6541623E+006	2.6382401E-004	1.2682532E+009	1.4654241E+000	4.1975613E+004
9.9075630E-001	2.6628282E+006	2.6686292E-004	1.2897541E+009	1.4671267E+000	4.2166261E+004
9.9071440E-001	2.6715378E+006	2.6992743E-004	1.3115817E+009	1.4688394E+000	4.2358115E+004
9.9067240E-001	2.6802922E+006	2.7301758E-004	1.3337400E+009	1.4705634E+000	4.2551184E+004
9.9063020E-001	2.6890873E+006	2.7613404E-004	1.3562335E+009	1.4722965E+000	4.2745475E+004
9.9058790E-001	2.6979226E+006	2.7927700E-004	1.3790659E+009	1.4740396E+000	4.2940998E+004
9.9054540E-001	2.7068034E+006	2.8244647E-004	1.4022420E+009	1.4757969E+000	4.3137761E+004
9.9050280E-001	2.7157329E+006	2.8564230E-004	1.4257656E+009	1.4775715E+000	4.3335773E+004
9.9046010E-001	2.7247144E+006	2.8886447E-004	1.4496412E+009	1.4793658E+000	4.3535044E+004
9.9041720E-001	2.7337515E+006	2.9211293E-004	1.4738733E+009	1.4811829E+000	4.3735582E+004
9.9037410E-001	2.7428437E+006	2.9538800E-004	1.4984659E+009	1.4830238E+000	4.3937396E+004
9.9033090E-001	2.7519892E+006	2.9869044E-004	1.5234242E+009	1.4848888E+000	4.4140496E+004
9.9028750E-001	2.7611840E+006	3.0202014E-004	1.5487524E+009	1.4867728E+000	4.4344890E+004
9.9024400E-001	2.7704223E+006	3.0537723E-004	1.5744548E+009	1.4886699E+000	4.4550587E+004
9.9020030E-001	2.7796991E+006	3.0876182E-004	1.6005370E+009	1.4905736E+000	4.4757595E+004
9.9015650E-001	2.7890072E+006	3.1217395E-004	1.6270033E+009	1.4924765E+000	4.4965923E+004
9.9011250E-001	2.7983405E+006	3.1561423E-004	1.6538586E+009	1.4943740E+000	4.5175575E+004
9.9006830E-001	2.8077040E+006	3.1908253E-004	1.6811072E+009	1.4962710E+000	4.5386559E+004
9.9002400E-001	2.8171091E+006	3.2257781E-004	1.7087547E+009	1.4981735E+000	4.5598883E+004
9.8997960E-001	2.8265550E+006	3.2609988E-004	1.7368053E+009	1.5000799E+000	4.5812556E+004
9.8993500E-001	2.8360442E+006	3.2964862E-004	1.7652648E+009	1.5019913E+000	4.6027585E+004
9.8989020E-001	2.8455778E+006	3.3322381E-004	1.7941374E+009	1.5039079E+000	4.6243980E+004
9.8984530E-001	2.8551545E+006	3.3682619E-004	1.8234296E+009	1.5058305E+000	4.6461746E+004
9.8980020E-001	2.8647714E+006	3.4045633E-004	1.8531461E+009	1.5077581E+000	4.6680891E+004
9.8975500E-001	2.8744247E+006	3.4411409E-004	1.8832916E+009	1.5096865E+000	4.6901423E+004
9.8970950E-001	2.8841125E+006	3.4779959E-004	1.9138725E+009	1.5116124E+000	4.7123349E+004
9.8966400E-001	2.8938313E+006	3.5151276E-004	1.9448937E+009	1.5135320E+000	4.7346676E+004
9.8961820E-001	2.9035786E+006	3.5525359E-004	1.9763610E+009	1.5154421E+000	4.7571413E+004
9.8957230E-001	2.9133528E+006	3.5902296E-004	2.0082803E+009	1.5173440E+000	4.7797566E+004
9.8952630E-001	2.9231530E+006	3.6282125E-004	2.0406570E+009	1.5192380E+000	4.8025143E+004
9.8948000E-001	2.9329799E+006	3.6664833E-004	2.0734970E+009	1.5211234E+000	4.8254151E+004
9.8943360E-001	2.9428342E+006	3.7050413E-004	2.1068063E+009	1.5230005E+000	4.8484597E+004
9.8938710E-001	2.9527166E+006	3.7438837E-004	2.1405912E+009	1.5248677E+000	4.8716488E+004
9.8934030E-001	2.9626238E+006	3.7830139E-004	2.1748566E+009	1.5267233E+000	4.8949832E+004
9.8929340E-001	2.9725510E+006	3.8224428E-004	2.2096098E+009	1.5285654E+000	4.9184637E+004
9.8924630E-001	2.9825010E+006	3.8621670E-004	2.2448574E+009	1.5303948E+000	4.9420909E+004
9.8919910E-001	2.9924714E+006	3.9021897E-004	2.2806050E+009	1.5322101E+000	4.9658655E+004
9.8915170E-001	3.0024633E+006	3.9425088E-004	2.3168596E+009	1.5340106E+000	4.9897882E+004
9.8910400E-001	3.0124720E+006	3.9831268E-004	2.3536268E+009	1.5357926E+000	5.0138597E+004
9.8905630E-001	3.0224891E+006	4.0240550E-004	2.3909155E+009	1.5375497E+000	5.0380806E+004
9.8900830E-001	3.0325164E+006	4.0652953E-004	2.4287305E+009	1.5392852E+000	5.0624516E+004
9.8896020E-001	3.0425585E+006	4.1068488E-004	2.4670800E+009	1.5410025E+000	5.0869731E+004
9.8891180E-001	3.0526224E+006	4.1487160E-004	2.5059714E+009	1.5427082E+000	5.1116459E+004
9.8886330E-001	3.0627156E+006	4.1908978E-004	2.5454108E+009	1.5444098E+000	5.1364704E+004
9.8881460E-001	3.0728357E+006	4.2334038E-004	2.5854064E+009	1.5461071E+000	5.1614472E+004
9.8876580E-001	3.0829819E+006	4.2762275E-004	2.6259643E+009	1.5477967E+000	5.1865768E+004
9.8871670E-001	3.0931509E+006	4.3193643E-004	2.6670925E+009	1.5494728E+000	5.2118598E+004
9.8866750E-001	3.1033335E+006	4.3628127E-004	2.7087983E+009	1.5511250E+000	5.2372969E+004
9.8861800E-001	3.1135232E+006	4.4065740E-004	2.7510894E+009	1.5527465E+000	5.2628889E+004
9.8856840E-001	3.1237123E+006	4.4506631E-004	2.7939749E+009	1.5543337E+000	5.2886364E+004
9.8851860E-001	3.1339083E+006	4.4950784E-004	2.8374607E+009	1.5558939E+000	5.3145400E+004
9.8846850E-001	3.1441213E+006	4.5398182E-004	2.8815558E+009	1.5574353E+000	5.3406003E+004
9.8841830E-001	3.1543587E+006	4.5848802E-004	2.9262686E+009	1.5589635E+000	5.3668180E+004
9.8836790E-001	3.1646263E+006	4.6302645E-004	2.9716061E+009	1.5604844E+000	5.3931938E+004
9.8831730E-001	3.1749109E+006	4.6759875E-004	3.0175785E+009	1.5619886E+000	5.4197284E+004
9.8826650E-001	3.1852093E+006	4.7220472E-004	3.0641926E+009	1.5634724E+000	5.4464225E+004
9.8821550E-001	3.1955182E+006	4.7684460E-004	3.1114591E+009	1.5649316E+000	5.4732766E+004
9.8816430E-001	3.2058371E+006	4.8151817E-004	3.1593847E+009	1.5663654E+000	5.5002915E+004
9.8811280E-001	3.2161575E+006	4.8622635E-004	3.2079802E+009	1.5677667E+000	5.5274677E+004
9.8806120E-001	3.2264790E+006	4.9096992E-004	3.2572541E+009	1.5691372E+000	5.5548058E+004
9.8800940E-001	3.2368100E+006	4.9574908E-004	3.3072168E+009	1.5704845E+000	5.5823062E+004
9.8795730E-001	3.2471564E+006	5.0056399E-004	3.3578775E+009	1.5718141E+000	5.6099696E+004
9.8790500E-001	3.2575227E+006	5.0541476E-004	3.4092437E+009	1.5731306E+000	5.6377967E+004
9.8785250E-001	3.2679005E+006	5.1030304E-004	3.4613281E+009	1.5744288E+000	5.6657880E+004
9.8779980E-001	3.2782800E+006	5.1522879E-004	3.5141394E+009	1.5756989E+000	5.6939443E+004
9.8774690E-001	3.2886567E+006	5.2019210E-004	3.5676879E+009	1.5769356E+000	5.7222660E+004
9.8769380E-001	3.2990274E+006	5.2519287E-004	3.6219850E+009	1.5781345E+000	5.7507538E+004
9.8764040E-001	3.3093902E+006	5.3023159E-004	3.6770392E+009	1.5792952E+000	5.7794081E+004
9.8758680E-001	3.3197467E+006	5.3530996E-004	3.7328640E+009	1.5804219E+000	5.8082295E+004
9.8753300E-001	3.3301062E+006	5.4042754E-004	3.7894689E+009	1.5815222E+000	5.8372185E+004
9.8747890E-001	3.3404744E+006	5.4558472E-004	3.8468658E+009	1.5826011E+000	5.8663756E+004
9.8742460E-001	3.3508470E+006	5.5078204E-004	3.9050661E+009	1.5836550E+000	5.8957014E+004
9.8737010E-001	3.3612140E+006	5.5602103E-004	3.9640823E+009	1.5846775E+000	5.9251963E+004
9.8731530E-001	3.3715755E+006	5.6130172E-004	4.0239249E+009	1.5856681E+000	5.9548605E+004
9.8726030E-001	3.3819388E+006	5.6662360E-004	4.0846071E+009	1.5866307E+000	5.9846944E+004
9.8720510E-001	3.3923101E+006	5.7198593E-004	4.1461405E+009	1.5875683E+000	6.0146987E+004
9.8714960E-001	3.4026772E+006	5.7739064E-004	4.2085373E+009	1.5884738E+000	6.0448740E+004
9.8709390E-001	3.4130378E+006	5.8283810E-004	4.2718090E+009	1.5893455E+000	6.0752209E+004
9.8703790E-001	3.4233973E+006	5.8832877E-004	4.3359702E+009	1.5901878E+000	6.1057399E+004
9.8698160E-001	3.4337553E+006	5.9386270E-004	4.4010333E+009	1.5909996E+000	6.1364315E+004
9.8692510E-001	3.4441159E+006	5.9944020E-004	4.4670110E+009	1.5917848E+000	6.1672962E+004
9.8686840E-001	3.4544807E+006	6.0506124E-004	4.5339167E+009	1.5925436E+000	6.1983347E+004
9.8681140E-001	3.4648527E+006	6.1072627E-004	4.6017654E+009	1.5932784E+000	6.2295474E+004
9.8675410E-001	3.4752333E+006	6.1643539E-004	4.6705692E+009	1.5939903E+000	6.2609351E+004
9.8669660E-001	3.4856097E+006	6.2219127E-004	4.7403448E+009	1.5946724E+000	6.2924983E+004
9.8663880E-001	3.4959782E+006	6.2799479E-004	4.8111035E+009	1.5953236E+000	6.3242375E+004
9.8658080E-001	3.5063407E+006	6.3384634E-004	4.8828633E+009	1.5959440E+000	6.3561531E+004
9.8652240E-001	3.5166974E+006	6.3974579E-004	4.9556373E+009	1.5965331E+000	6.3882456E+004
9.8646380E-001	3.5270498E+006	6.4569349E-004	5.0294427E+009	1.5970912E+000	6.4205153E+004
9.8640490E-001	3.5373988E+006	6.5168964E-004	5.1042936E+009	1.5976191E+000	6.4529628E+004
9.8634580E-001	3.5477446E+006	6.5773417E-004	5.1802071E+009	1.5981148E+000	6.4855886E+004
9.8628630E-001	3.5580844E+006	6.6382778E-004	5.2571977E+009	1.5985771E+000	6.5183933E+004
9.8622660E-001	3.5684036E+006	6.6997353E-004	5.3352839E+009	1.5989984E+000	6.5513773E+004
9.8616660E-001	3.5787020E+006	6.7617217E-004	5.4144817E+009	1.5993793E+000	6.5845412E+004
9.8610630E-001	3.5889821E+006	6.8242410E-004	5.4948088E+009	1.5997214E+000	6.6178852E+004
9.8604570E-001	3.5992484E+006	6.8872935E-004	5.5762818E+009	1.6000278E+000	6.6514098E+004
9.8598480E-001	3.6095049E+006	6.9508819E-004	5.6589204E+009	1.6003007E+000	6.6851153E+004
9.8592360E-001	3.6197575E+006	7.0150058E-004	5.7427404E+009	1.6005447E+000	6.7190023E+004
9.8586210E-001	3.6300110E+006	7.0796661E-004	5.8277608E+009	1.6007626E+000	6.7530712E+004
9.8580030E-001	3.6402553E+006	7.1448902E-004	5.9140022E+009	1.6009500E+000	6.7873226E+004
9.8573820E-001	3.6504817E+006	7.2106952E-004	6.0014823E+009	1.6011019E+000	6.8217568E+004
9.8567580E-001	3.6606951E+006	7.2770841E-004	6.0902215E+009	1.6012216E+000	6.8563740E+004
9.8561300E-001	3.6709010E+006	7.3440653E-004	6.1802412E+009	1.6013138E+000	6.8911746E+004
9.8555000E-001	3.6811027E+006	7.4116397E-004	6.2715602E+009	1.6013806E+000	6.9261589E+004
9.8548660E-001	3.6913055E+006	7.4798114E-004	6.3641979E+009	1.6014262E+000	6.9613274E+004
9.8542290E-001	3.7015142E+006	7.5485768E-004	6.4581744E+009	1.6014528E+000	6.9966807E+004
9.8535890E-001	3.7117236E+006	7.6179444E-004	6.5535125E+009	1.6014557E+000	7.0322195E+004
9.8529450E-001	3.7219236E+006	7.6879351E-004	6.6502327E+009	1.6014293E+000	7.0679442E+004
9.8522990E-001	3.7321151E+006	7.7585557E-004	6.7483592E+009	1.6013739E+000	7.1038554E+004
9.8516490E-001	3.7423022E+006	7.8298101E-004	6.8479110E+009	1.6012931E+000	7.1399532E+004
9.8509950E-001	3.7524863E+006	7.9017034E-004	6.9489144E+009	1.6011868E+000	7.1762383E+004
9.8503380E-001	3.7626711E+006	7.9742384E-004	7.0513887E+009	1.6010580E+000	7.2127111E+004
9.8496780E-001	3.7728578E+006	8.0474204E-004	7.1553588E+009	1.6009072E+000	7.2493720E+004
9.8490140E-001	3.7830363E+006	8.1212704E-004	7.2608502E+009	1.6007279E+000	7.2862218E+004
9.8483460E-001	3.7931983E+006	8.1958066E-004	7.3678857E+009	1.6005156E+000	7.3232609E+004
9.8476760E-001	3.8033485E+006	8.2710358E-004	7.4764895E+009	1.6002742E+000	7.3604896E+004
9.8470010E-001	3.8134951E+006	8.3469619E-004	7.5866887E+009	1.6000094E+000	7.3979085E+004
9.8463230E-001	3.8236437E+006	8.4235909E-004	7.6985080E+009	1.5997257E+000	7.4355179E+004
9.8456410E-001	3.8338035E+006	8.5009253E-004	7.8119743E+009	1.5994295E+000	7.4733182E+004
9.8449560E-001	3.8439804E+006	8.5789665E-004	7.9271095E+009	1.5991251E+000	7.5113100E+004
9.8442670E-001	3.8541639E+006	8.6577505E-004	8.0439458E+009	1.5988079E+000	7.5494940E+004
9.8435740E-001	3.8643490E+006	8.7372891E-004	8.1625115E+009	1.5984740E+000	7.5878703E+004
9.8428780E-001	3.8745333E+006	8.8175880E-004	8.2828328E+009	1.5981212E+000	7.6264394E+004
9.8421770E-001	3.8847170E+006	8.8986542E-004	8.4049357E+009	1.5977496E+000	7.6652016E+004
9.8414730E-001	3.8949000E+006	8.9804924E-004	8.5288519E+009	1.5973577E+000	7.7041575E+004
9.8407650E-001	3.9050834E+006	9.0631015E-004	8.6546075E+009	1.5969455E+000	7.7433075E+004
9.8400530E-001	3.9152632E+006	9.1465034E-004	8.7822350E+009	1.5965112E+000	7.7826524E+004
9.8393380E-001	3.9254341E+006	9.2307229E-004	8.9117642E+009	1.5960534E+000	7.8221928E+004
9.8386180E-001	3.9356030E+006	9.3157678E-004	9.0432232E+009	1.5955777E+000	7.8619289E+004
9.8378940E-001	3.9457784E+006	9.4016417E-004	9.1766445E+009	1.5950899E+000	7.9018612E+004
9.8371670E-001	3.9559665E+006	9.4883598E-004	9.3120616E+009	1.5945954E+000	7.9419902E+004
9.8364350E-001	3.9661735E+006	9.5759222E-004	9.4495034E+009	1.5940981E+000	7.9823164E+004
9.8356990E-001	3.9763985E+006	9.6643405E-004	9.5889978E+009	1.5935981E+000	8.0228406E+004
9.8349590E-001	3.9866242E+006	9.7536467E-004	9.7305886E+009	1.5930834E+000	8.0635635E+004
9.8342160E-001	3.9968549E+006	9.8438462E-004	9.8742964E+009	1.5925586E+000	8.1044855E+004
9.8334670E-001	4.0071018E+006	9.9349573E-004	1.0020166E+010	1.5920322E+000	8.1456074E+004
9.8327150E-001	4.0173717E+006	1.0026978E-003	1.0168223E+010	1.5915087E+000	8.1869300E+004
9.8319590E-001	4.0276715E+006	1.0119907E-003	1.0318507E+010	1.5909910E+000	8.2284543E+004
9.8311980E-001	4.0380034E+006	1.0213739E-003	1.0471049E+010	1.5904789E+000	8.2701811E+004
9.8304340E-001	4.0483459E+006	1.0308506E-003	1.0625883E+010	1.5899589E+000	8.3121116E+004
9.8296650E-001	4.0587000E+006	1.0404216E-003	1.0783049E+010	1.5894309E+000	8.3542463E+004
9.8288910E-001	4.0690716E+006	1.0500877E-003	1.0942586E+010	1.5888990E+000	8.3965860E+004
9.8281140E-001	4.0794701E+006	1.0598485E-003	1.1104523E+010	1.5883689E+000	8.4391313E+004
9.8273320E-001	4.0899033E+006	1.0697045E-003	1.1268902E+010	1.5878458E+000	8.4818833E+004
9.8265450E-001	4.1003760E+006	1.0796563E-003	1.1435759E+010	1.5873325E+000	8.5248430E+004
9.8257550E-001	4.1108701E+006	1.0897068E-003	1.1605132E+010	1.5868177E+000	8.5680115E+004
9.8249600E-001	4.1213916E+006	1.0998567E-003	1.1777063E+010	1.5863057E+000	8.6113895E+004
9.8241600E-001	4.1319498E+006	1.1101066E-003	1.1951590E+010	1.5858024E+000	8.6549778E+004
9.8233560E-001	4.1425512E+006	1.1204569E-003	1.2128749E+010	1.5853126E+000	8.6987774E+004
9.8225480E-001	4.1532051E+006	1.1309081E-003	1.2308586E+010	1.5848417E+000	8.7427893E+004
9.8217350E-001	4.1639138E+006	1.1414614E-003	1.2491138E+010	1.5843922E+000	8.7870147E+004
9.8209170E-001	4.1746692E+006	1.1521189E-003	1.2676447E+010	1.5839589E+000	8.8314547E+004
9.8200950E-001	4.1854649E+006	1.1628815E-003	1.2864552E+010	1.5835370E+000	8.8761103E+004
9.8192690E-001	4.1962979E+006	1.1737498E-003	1.3055505E+010	1.5831223E+000	8.9209825E+004
9.8184380E-001	4.2071620E+006	1.1847233E-003	1.3249337E+010	1.5827098E+000	8.9660723E+004
9.8176020E-001	4.2180503E+006	1.1958034E-003	1.3446101E+010	1.5822930E+000	9.0113809E+004
9.8167620E-001	4.2289516E+006	1.2069914E-003	1.3645844E+010	1.5818642E+000	9.0569093E+004
9.8159170E-001	4.2398722E+006	1.2182889E-003	1.3848606E+010	1.5814292E+000	9.1026583E+004
9.8150670E-001	4.2508262E+006	1.2296973E-003	1.4054437E+010	1.5809985E+000	9.1486287E+004
9.8142130E-001	4.2618286E+006	1.2412180E-003	1.4263380E+010	1.5805839E+000	9.1948214E+004
9.8133540E-001	4.2728946E+006	1.2528521E-003	1.4475484E+010	1.5801964E+000	9.2412376E+004
9.8124900E-001	4.2840263E+006	1.2646007E-003	1.4690793E+010	1.5798376E+000	9.2878791E+004
9.8116210E-001	4.2952037E+006	1.2764653E-003	1.4909348E+010	1.5794936E+000	9.3347473E+004
9.8107480E-001	4.3064344E+006	1.2884468E-003	1.5131207E+010	1.5791689E+000	9.3818436E+004
9.8098700E-001	4.3177254E+006	1.3005445E-003	1.5356408E+010	1.5788672E+000	9.4291692E+004
9.8089870E-001	4.3290825E+006	1.3127594E-003	1.5585002E+010	1.5785923E+000	9.4767256E+004
9.8080990E-001	4.3405121E+006	1.3250914E-003	1.5817039E+010	1.5783474E+000	9.5245144E+004
9.8072070E-001	4.3520071E+006	1.3375428E-003	1.6052572E+010	1.5781281E+000	9.5725369E+004
9.8063100E-001	4.3635649E+006	1.3501151E-003	1.6291648E+010	1.5779333E+000	9.6207944E+004
9.8054080E-001	4.3751840E+006	1.3628086E-003	1.6534317E+010	1.5777611E+000	9.6692883E+004
9.8045010E-001	4.3868656E+006	1.3756238E-003	1.6780624E+010	1.5776122E+000	9.7180200E+004
9.8035890E-001	4.3986084E+006	1.3885623E-003	1.7030621E+010	1.5774859E+000	9.7669917E+004
9.8026720E-001	4.4104117E+006	1.4016247E-003	1.7284362E+010	1.5773811E+000	9.8162054E+004
9.8017510E-001	4.4222772E+006	1.4148116E-003	1.7541891E+010	1.5772994E+000	9.8656633E+004
9.8008240E-001	4.4342082E+006	1.4281230E-003	1.7803255E+010	1.5772420E+000	9.9153672E+004
9.7998930E-001	4.4462103E+006	1.4415590E-003	1.8068515E+010	1.5772116E+000	9.9653192E+004
9.7989570E-001	4.4582836E+006	1.4551207E-003	1.8337719E+010	1.5772084E+000	1.0015521E+005
9.7980160E-001	4.4704280E+006	1.4688088E-003	1.8610921E+010	1.5772321E+000	1.0065974E+005
9.7970700E-001	4.4826413E+006	1.4826244E-003	1.8888177E+010	1.5772810E+000	1.0116681E+005
9.7961200E-001	4.4949218E+006	1.4965685E-003	1.9169541E+010	1.5773540E+000	1.0167644E+005
9.7951640E-001	4.5072663E+006	1.5106419E-003	1.9455068E+010	1.5774486E+000	1.0218864E+005
9.7942040E-001	4.5196747E+006	1.5248458E-003	1.9744813E+010	1.5775650E+000	1.0270343E+005
9.7932380E-001	4.5321455E+006	1.5391807E-003	2.0038834E+010	1.5777016E+000	1.0322083E+005
9.7922680E-001	4.5446788E+006	1.5536476E-003	2.0337192E+010	1.5778580E+000	1.0374086E+005
9.7912930E-001	4.5572744E+006	1.5682472E-003	2.0639939E+010	1.5780344E+000	1.0426355E+005
9.7903120E-001	4.5699335E+006	1.5829809E-003	2.0947142E+010	1.5782313E+000	1.0478890E+005
9.7893270E-001	4.5826580E+006	1.5978491E-003	2.1258855E+010	1.5784498E+000	1.0531694E+005
9.7883370E-001	4.5954511E+006	1.6128531E-003	2.1575138E+010	1.5786924E+000	1.0584770E+005
9.7873420E-001	4.6083109E+006	1.6279945E-003	2.1896059E+010	1.5789578E+000	1.0638118E+005
9.7863420E-001	4.6212354E+006	1.6432742E-003	2.2221679E+010	1.5792444E+000	1.0691741E+005
9.7853370E-001	4.6342210E+006	1.6586936E-003	2.2552062E+010	1.5795500E+000	1.0745640E+005
9.7843270E-001	4.6472652E+006	1.6742538E-003	2.2887271E+010	1.5798731E+000	1.0799819E+005
9.7833120E-001	4.6603644E+006	1.6899560E-003	2.3227369E+010	1.5802112E+000	1.0854277E+005
9.7822920E-001	4.6735159E+006	1.7058021E-003	2.3572432E+010	1.5805626E+000	1.0909019E+005
9.7812670E-001	4.6867161E+006	1.7217926E-003	2.3922516E+010	1.5809250E+000	1.0964045E+005
9.7802370E-001	4.6999635E+006	1.7379289E-003	2.4277696E+010	1.5812972E+000	1.1019357E+005
