radius	csound	density	pressure	Gamma_1	temperature
9.7792020E-001	4.7132646E+006	1.7542123E-003	2.4638042E+010	1.5816835E+000	1.1074957E+005
9.7781620E-001	4.7266180E+006	1.7706438E-003	2.5003612E+010	1.5820837E+000	1.1130848E+005
9.7771160E-001	4.7400245E+006	1.7872239E-003	2.5374489E+010	1.5824968E+000	1.1187030E+005
9.7760660E-001	4.7534928E+006	1.8039484E-003	2.5750732E+010	1.5829245E+000	1.1243507E+005
9.7750110E-001	4.7670224E+006	1.8208174E-003	2.6132414E+010	1.5833658E+000	1.1300279E+005
9.7739500E-001	4.7806148E+006	1.8378322E-003	2.6519615E+010	1.5838212E+000	1.1357349E+005
9.7728840E-001	4.7942679E+006	1.8549928E-003	2.6912395E+010	1.5842893E+000	1.1414718E+005
9.7718140E-001	4.8079825E+006	1.8723001E-003	2.7310831E+010	1.5847702E+000	1.1472390E+005
9.7707380E-001	4.8217609E+006	1.8897556E-003	2.7714996E+010	1.5852661E+000	1.1530365E+005
9.7696570E-001	4.8356156E+006	1.9073596E-003	2.8124960E+010	1.5857847E+000	1.1588646E+005
9.7685710E-001	4.8495458E+006	1.9251126E-003	2.8540788E+010	1.5863255E+000	1.1647237E+005
9.7674790E-001	4.8635509E+006	1.9430147E-003	2.8962566E+010	1.5868869E+000	1.1706138E+005
9.7663830E-001	4.8776252E+006	1.9610663E-003	2.9390359E+010	1.5874653E+000	1.1765353E+005
9.7652820E-001	4.8917680E+006	1.9792668E-003	2.9824242E+010	1.5880589E+000	1.1824883E+005
9.7641750E-001	4.9059763E+006	1.9976174E-003	3.0264298E+010	1.5886661E+000	1.1884732E+005
9.7630630E-001	4.9202458E+006	2.0161182E-003	3.0710604E+010	1.5892830E+000	1.1944901E+005
9.7619460E-001	4.9345740E+006	2.0347696E-003	3.1163245E+010	1.5899076E+000	1.2005393E+005
9.7608240E-001	4.9489771E+006	2.0535726E-003	3.1622291E+010	1.5905511E+000	1.2066209E+005
9.7596970E-001	4.9634686E+006	2.0725283E-003	3.2087822E+010	1.5912220E+000	1.2127352E+005
9.7585640E-001	4.9780429E+006	2.0916376E-003	3.2559920E+010	1.5919168E+000	1.2188825E+005
9.7574260E-001	4.9926982E+006	2.1108994E-003	3.3038657E+010	1.5926332E+000	1.2250630E+005
9.7562830E-001	5.0074289E+006	2.1303147E-003	3.3524115E+010	1.5933678E+000	1.2312770E+005
9.7551350E-001	5.0222328E+006	2.1498843E-003	3.4016378E+010	1.5941188E+000	1.2375247E+005
9.7539820E-001	5.0371021E+006	2.1696084E-003	3.4515534E+010	1.5948809E+000	1.2438064E+005
9.7528230E-001	5.0520344E+006	2.1894879E-003	3.5021666E+010	1.5956526E+000	1.2501224E+005
9.7516600E-001	5.0670232E+006	2.2095225E-003	3.5534862E+010	1.5964289E+000	1.2564728E+005
9.7504910E-001	5.0820640E+006	2.2297134E-003	3.6055218E+010	1.5972068E+000	1.2628579E+005
9.7493160E-001	5.0971485E+006	2.2500627E-003	3.6582824E+010	1.5979823E+000	1.2692778E+005
9.7481370E-001	5.1122715E+006	2.2705705E-003	3.7117783E+010	1.5987508E+000	1.2757329E+005
9.7469520E-001	5.1274537E+006	2.2912387E-003	3.7660182E+010	1.5995264E+000	1.2822232E+005
9.7457610E-001	5.1427062E+006	2.3120688E-003	3.8210113E+010	1.6003164E+000	1.2887490E+005
9.7445660E-001	5.1580275E+006	2.3330605E-003	3.8767666E+010	1.6011192E+000	1.2953105E+005
9.7433650E-001	5.1734108E+006	2.3542158E-003	3.9332934E+010	1.6019312E+000	1.3019081E+005
9.7421580E-001	5.1888545E+006	2.3755346E-003	3.9906017E+010	1.6027507E+000	1.3085418E+005
9.7409470E-001	5.2043542E+006	2.3970178E-003	4.0487025E+010	1.6035743E+000	1.3152121E+005
9.7397290E-001	5.2199031E+006	2.4186663E-003	4.1076027E+010	1.6043991E+000	1.3219190E+005
9.7385070E-001	5.2354991E+006	2.4404817E-003	4.1673161E+010	1.6052227E+000	1.3286629E+005
9.7372790E-001	5.2511367E+006	2.4624641E-003	4.2278513E+010	1.6060418E+000	1.3354440E+005
9.7360450E-001	5.2668096E+006	2.4846155E-003	4.2892195E+010	1.6068530E+000	1.3422624E+005
9.7348060E-001	5.2825135E+006	2.5069379E-003	4.3514334E+010	1.6076536E+000	1.3491184E+005
9.7335620E-001	5.2982549E+006	2.5294322E-003	4.4145029E+010	1.6084477E+000	1.3560120E+005
9.7323110E-001	5.3140479E+006	2.5521010E-003	4.4784378E+010	1.6092453E+000	1.3629437E+005
9.7310560E-001	5.3298891E+006	2.5749469E-003	4.5432512E+010	1.6100445E+000	1.3699134E+005
9.7297940E-001	5.3457774E+006	2.5979679E-003	4.6089515E+010	1.6108437E+000	1.3769216E+005
9.7285270E-001	5.3617114E+006	2.6211686E-003	4.6755556E+010	1.6116421E+000	1.3839684E+005
9.7272550E-001	5.3776852E+006	2.6445489E-003	4.7430713E+010	1.6124368E+000	1.3910540E+005
9.7259760E-001	5.3936959E+006	2.6681091E-003	4.8115097E+010	1.6132257E+000	1.3981786E+005
9.7246920E-001	5.4097392E+006	2.6918529E-003	4.8808854E+010	1.6140069E+000	1.4053425E+005
9.7234020E-001	5.4258132E+006	2.7157801E-003	4.9512111E+010	1.6147780E+000	1.4125458E+005
9.7221070E-001	5.4419120E+006	2.7398923E-003	5.0224967E+010	1.6155368E+000	1.4197888E+005
9.7208050E-001	5.4580315E+006	2.7641926E-003	5.0947588E+010	1.6162806E+000	1.4270717E+005
9.7194980E-001	5.4741752E+006	2.7886853E-003	5.1680081E+010	1.6170137E+000	1.4343945E+005
9.7181850E-001	5.4903468E+006	2.8133717E-003	5.2422579E+010	1.6177384E+000	1.4417576E+005
9.7168660E-001	5.5065444E+006	2.8382539E-003	5.3175215E+010	1.6184537E+000	1.4491611E+005
9.7155410E-001	5.5227735E+006	2.8633327E-003	5.3938154E+010	1.6191616E+000	1.4566052E+005
9.7142100E-001	5.5390302E+006	2.8886081E-003	5.4711483E+010	1.6198604E+000	1.4640902E+005
9.7128730E-001	5.5553170E+006	2.9140822E-003	5.5495378E+010	1.6205509E+000	1.4716162E+005
9.7115300E-001	5.5716346E+006	2.9397551E-003	5.6289952E+010	1.6212333E+000	1.4791835E+005
9.7101810E-001	5.5879858E+006	2.9656274E-003	5.7095364E+010	1.6219084E+000	1.4867922E+005
9.7088260E-001	5.6043694E+006	2.9917012E-003	5.7911757E+010	1.6225758E+000	1.4944426E+005
9.7074640E-001	5.6207865E+006	3.0179770E-003	5.8739267E+010	1.6232357E+000	1.5021349E+005
9.7060970E-001	5.6372339E+006	3.0444624E-003	5.9578065E+010	1.6238890E+000	1.5098693E+005
9.7047230E-001	5.6537089E+006	3.0711608E-003	6.0428288E+010	1.6245353E+000	1.5176459E+005
9.7033440E-001	5.6702127E+006	3.0980740E-003	6.1290093E+010	1.6251752E+000	1.5254650E+005
9.7019580E-001	5.6867474E+006	3.1252017E-003	6.2163603E+010	1.6258099E+000	1.5333269E+005
9.7005650E-001	5.7033124E+006	3.1525480E-003	6.3049018E+010	1.6264387E+000	1.5412316E+005
9.6991670E-001	5.7199135E+006	3.1801090E-003	6.3946448E+010	1.6270635E+000	1.5491793E+005
9.6977620E-001	5.7365579E+006	3.2078832E-003	6.4856067E+010	1.6276863E+000	1.5571704E+005
9.6963510E-001	5.7532514E+006	3.2358684E-003	6.5778039E+010	1.6283083E+000	1.5652049E+005
9.6949330E-001	5.7699904E+006	3.2640669E-003	6.6712521E+010	1.6289279E+000	1.5732832E+005
9.6935090E-001	5.7867785E+006	3.2924765E-003	6.7659639E+010	1.6295464E+000	1.5814055E+005
9.6920790E-001	5.8036149E+006	3.3211015E-003	6.8619609E+010	1.6301632E+000	1.5895721E+005
9.6906420E-001	5.8205007E+006	3.3499396E-003	6.9592558E+010	1.6307781E+000	1.5977831E+005
9.6891980E-001	5.8374353E+006	3.3789931E-003	7.0578672E+010	1.6313907E+000	1.6060388E+005
9.6877480E-001	5.8544192E+006	3.4082610E-003	7.1578115E+010	1.6320002E+000	1.6143395E+005
9.6862920E-001	5.8714525E+006	3.4377450E-003	7.2591066E+010	1.6326067E+000	1.6226854E+005
9.6848290E-001	5.8885331E+006	3.4674480E-003	7.3617689E+010	1.6332099E+000	1.6310767E+005
9.6833600E-001	5.9056613E+006	3.4973796E-003	7.4658178E+010	1.6338134E+000	1.6395137E+005
9.6818830E-001	5.9228364E+006	3.5275409E-003	7.5712696E+010	1.6344168E+000	1.6479966E+005
9.6804000E-001	5.9400577E+006	3.5579316E-003	7.6781414E+010	1.6350191E+000	1.6565257E+005
9.6789110E-001	5.9573265E+006	3.5885530E-003	7.7864528E+010	1.6356204E+000	1.6651013E+005
9.6774150E-001	5.9746401E+006	3.6194058E-003	7.8962207E+010	1.6362193E+000	1.6737235E+005
9.6759120E-001	5.9919993E+006	3.6504926E-003	8.0074660E+010	1.6368160E+000	1.6823927E+005
9.6744020E-001	6.0094009E+006	3.6818126E-003	8.1202053E+010	1.6374085E+000	1.6911091E+005
9.6728850E-001	6.0268478E+006	3.7133664E-003	8.2344599E+010	1.6379972E+000	1.6998730E+005
9.6713620E-001	6.0443362E+006	3.7451564E-003	8.3502494E+010	1.6385803E+000	1.7086846E+005
9.6698320E-001	6.0618669E+006	3.7771822E-003	8.4675923E+010	1.6391579E+000	1.7175441E+005
9.6682950E-001	6.0794380E+006	3.8094454E-003	8.5865110E+010	1.6397283E+000	1.7264518E+005
9.6667510E-001	6.0970468E+006	3.8419460E-003	8.7070219E+010	1.6402901E+000	1.7354080E+005
9.6651990E-001	6.1146941E+006	3.8746860E-003	8.8291503E+010	1.6408432E+000	1.7444128E+005
9.6636410E-001	6.1323779E+006	3.9076673E-003	8.9529186E+010	1.6413862E+000	1.7534666E+005
9.6620760E-001	6.1500971E+006	3.9408985E-003	9.0783440E+010	1.6419221E+000	1.7625695E+005
9.6605040E-001	6.1678520E+006	3.9743849E-003	9.2054494E+010	1.6424525E+000	1.7717218E+005
9.6589250E-001	6.1856431E+006	4.0081262E-003	9.3342580E+010	1.6429763E+000	1.7809238E+005
9.6573380E-001	6.2034701E+006	4.0421256E-003	9.4647951E+010	1.6434934E+000	1.7901756E+005
9.6557440E-001	6.2213314E+006	4.0763825E-003	9.5970765E+010	1.6440032E+000	1.7994776E+005
9.6541430E-001	6.2392284E+006	4.1108997E-003	9.7311303E+010	1.6445056E+000	1.8088300E+005
9.6525350E-001	6.2571608E+006	4.1456765E-003	9.8669760E+010	1.6450002E+000	1.8182330E+005
9.6509190E-001	6.2751268E+006	4.1807159E-003	1.0004641E+011	1.6454859E+000	1.8276869E+005
9.6492960E-001	6.2931270E+006	4.2160188E-003	1.0144150E+011	1.6459624E+000	1.8371919E+005
9.6476660E-001	6.3111611E+006	4.2515862E-003	1.0285525E+011	1.6464292E+000	1.8467483E+005
9.6460280E-001	6.3292257E+006	4.2874198E-003	1.0428791E+011	1.6468847E+000	1.8563562E+005
9.6443830E-001	6.3473218E+006	4.3235204E-003	1.0573974E+011	1.6473289E+000	1.8660160E+005
9.6427300E-001	6.3654475E+006	4.3598896E-003	1.0721102E+011	1.6477599E+000	1.8757279E+005
9.6410690E-001	6.3835944E+006	4.3965368E-003	1.0870199E+011	1.6481768E+000	1.8854921E+005
9.6394010E-001	6.4017619E+006	4.4334663E-003	1.1021291E+011	1.6485798E+000	1.8953087E+005
9.6377260E-001	6.4199466E+006	4.4706831E-003	1.1174403E+011	1.6489686E+000	1.9051782E+005
9.6360420E-001	6.4381543E+006	4.5081907E-003	1.1329575E+011	1.6493447E+000	1.9151006E+005
9.6343510E-001	6.4563842E+006	4.5459866E-003	1.1486819E+011	1.6497080E+000	1.9250761E+005
9.6326520E-001	6.4746393E+006	4.5840766E-003	1.1646174E+011	1.6500601E+000	1.9351052E+005
9.6309450E-001	6.4929204E+006	4.6224613E-003	1.1807661E+011	1.6504014E+000	1.9451878E+005
9.6292300E-001	6.5112302E+006	4.6611419E-003	1.1971311E+011	1.6507325E+000	1.9553244E+005
9.6275070E-001	6.5295712E+006	4.7001211E-003	1.2137156E+011	1.6510546E+000	1.9655151E+005
9.6257760E-001	6.5479470E+006	4.7393995E-003	1.2305222E+011	1.6513691E+000	1.9757603E+005
9.6240370E-001	6.5663575E+006	4.7789783E-003	1.2475539E+011	1.6516757E+000	1.9860600E+005
9.6222900E-001	6.5848053E+006	4.8188614E-003	1.2648138E+011	1.6519759E+000	1.9964147E+005
9.6205350E-001	6.6032891E+006	4.8590509E-003	1.2823051E+011	1.6522688E+000	2.0068246E+005
9.6187720E-001	6.6217827E+006	4.8995588E-003	1.3000305E+011	1.6525450E+000	2.0172898E+005
9.6170010E-001	6.6402912E+006	4.9403893E-003	1.3179937E+011	1.6528068E+000	2.0278108E+005
9.6152210E-001	6.6588213E+006	4.9815427E-003	1.3361980E+011	1.6530567E+000	2.0383876E+005
9.6134330E-001	6.6773738E+006	5.0230235E-003	1.3546461E+011	1.6532965E+000	2.0490205E+005
9.6116370E-001	6.6959540E+006	5.0648327E-003	1.3733420E+011	1.6535271E+000	2.0597098E+005
9.6098320E-001	6.7145693E+006	5.1069741E-003	1.3922890E+011	1.6537528E+000	2.0704556E+005
9.6080190E-001	6.7332219E+006	5.1494452E-003	1.4114892E+011	1.6539742E+000	2.0812583E+005
9.6061970E-001	6.7519189E+006	5.1922519E-003	1.4309478E+011	1.6541939E+000	2.0921181E+005
9.6043670E-001	6.7706674E+006	5.2353916E-003	1.4506671E+011	1.6544147E+000	2.1030353E+005
9.6025280E-001	6.7894699E+006	5.2788664E-003	1.4706504E+011	1.6546378E+000	2.1140102E+005
9.6006810E-001	6.8083331E+006	5.3226770E-003	1.4909013E+011	1.6548660E+000	2.1250430E+005
9.5988250E-001	6.8272491E+006	5.3668314E-003	1.5114234E+011	1.6550964E+000	2.1361342E+005
9.5969600E-001	6.8462008E+006	5.4113381E-003	1.5322201E+011	1.6553231E+000	2.1472840E+005
9.5950870E-001	6.8651926E+006	5.4562008E-003	1.5532954E+011	1.6555479E+000	2.1584927E+005
9.5932050E-001	6.8842229E+006	5.5014193E-003	1.5746525E+011	1.6557695E+000	2.1697606E+005
9.5913140E-001	6.9032961E+006	5.5469950E-003	1.5962952E+011	1.6559894E+000	2.1810879E+005
9.5894150E-001	6.9224101E+006	5.5929342E-003	1.6182278E+011	1.6562073E+000	2.1924749E+005
9.5875060E-001	6.9415667E+006	5.6392350E-003	1.6404535E+011	1.6564231E+000	2.2039219E+005
9.5855890E-001	6.9607720E+006	5.6858931E-003	1.6629760E+011	1.6566377E+000	2.2154292E+005
9.5836630E-001	6.9800302E+006	5.7329078E-003	1.6857992E+011	1.6568520E+000	2.2269971E+005
9.5817280E-001	6.9993401E+006	5.7802834E-003	1.7089273E+011	1.6570657E+000	2.2386259E+005
9.5797840E-001	7.0187066E+006	5.8280175E-003	1.7323640E+011	1.6572800E+000	2.2503159E+005
9.5778300E-001	7.0381229E+006	5.8761194E-003	1.7561135E+011	1.6574931E+000	2.2620674E+005
9.5758680E-001	7.0575871E+006	5.9245965E-003	1.7801796E+011	1.6577058E+000	2.2738807E+005
9.5738970E-001	7.0770977E+006	5.9734515E-003	1.8045667E+011	1.6579170E+000	2.2857563E+005
9.5719170E-001	7.0966572E+006	6.0226859E-003	1.8292791E+011	1.6581274E+000	2.2976942E+005
9.5699270E-001	7.1162654E+006	6.0722986E-003	1.8543202E+011	1.6583365E+000	2.3096950E+005
9.5679280E-001	7.1359225E+006	6.1222954E-003	1.8796948E+011	1.6585448E+000	2.3217588E+005
9.5659200E-001	7.1556311E+006	6.1726757E-003	1.9054076E+011	1.6587520E+000	2.3338860E+005
9.5639030E-001	7.1753900E+006	6.2234408E-003	1.9314624E+011	1.6589577E+000	2.3460769E+005
9.5618760E-001	7.1951999E+006	6.2745908E-003	1.9578637E+011	1.6591616E+000	2.3583319E+005
9.5598410E-001	7.2150637E+006	6.3261277E-003	1.9846164E+011	1.6593642E+000	2.3706512E+005
9.5577950E-001	7.2349759E+006	6.3780578E-003	2.0117244E+011	1.6595645E+000	2.3830352E+005
9.5557410E-001	7.2549371E+006	6.4303888E-003	2.0391926E+011	1.6597638E+000	2.3954842E+005
9.5536760E-001	7.2749429E+006	6.4831265E-003	2.0670259E+011	1.6599605E+000	2.4079986E+005
9.5516030E-001	7.2949959E+006	6.5362687E-003	2.0952283E+011	1.6601551E+000	2.4205786E+005
9.5495190E-001	7.3150925E+006	6.5898207E-003	2.1238050E+011	1.6603460E+000	2.4332247E+005
9.5474260E-001	7.3352357E+006	6.6437832E-003	2.1527618E+011	1.6605334E+000	2.4459371E+005
9.5453240E-001	7.3554230E+006	6.6981560E-003	2.1821022E+011	1.6607164E+000	2.4587161E+005
9.5432120E-001	7.3756541E+006	6.7529427E-003	2.2118317E+011	1.6608946E+000	2.4715621E+005
9.5410900E-001	7.3959314E+006	6.8081426E-003	2.2419557E+011	1.6610678E+000	2.4844754E+005
9.5389580E-001	7.4162532E+006	6.8637604E-003	2.2724792E+011	1.6612358E+000	2.4974563E+005
9.5368170E-001	7.4366141E+006	6.9198004E-003	2.3034078E+011	1.6613963E+000	2.5105050E+005
9.5346650E-001	7.4570095E+006	6.9762755E-003	2.3347466E+011	1.6615494E+000	2.5236220E+005
9.5325040E-001	7.4774386E+006	7.0331892E-003	2.3665014E+011	1.6616948E+000	2.5368075E+005
9.5303330E-001	7.4979012E+006	7.0905461E-003	2.3986778E+011	1.6618323E+000	2.5500617E+005
9.5281520E-001	7.5183981E+006	7.1483503E-003	2.4312808E+011	1.6619630E+000	2.5633850E+005
9.5259600E-001	7.5389296E+006	7.2066052E-003	2.4643165E+011	1.6620865E+000	2.5767777E+005
9.5237590E-001	7.5595005E+006	7.2653130E-003	2.4977911E+011	1.6622044E+000	2.5902401E+005
9.5215470E-001	7.5801078E+006	7.3244791E-003	2.5317097E+011	1.6623161E+000	2.6037724E+005
9.5193250E-001	7.6007549E+006	7.3841045E-003	2.5660783E+011	1.6624224E+000	2.6173751E+005
9.5170930E-001	7.6214416E+006	7.4441957E-003	2.6009035E+011	1.6625235E+000	2.6310483E+005
9.5148500E-001	7.6421709E+006	7.5047529E-003	2.6361907E+011	1.6626203E+000	2.6447924E+005
9.5125970E-001	7.6629453E+006	7.5657791E-003	2.6719460E+011	1.6627135E+000	2.6586077E+005
9.5103340E-001	7.6837632E+006	7.6272805E-003	2.7081758E+011	1.6628031E+000	2.6724946E+005
9.5080600E-001	7.7046288E+006	7.6892586E-003	2.7448860E+011	1.6628903E+000	2.6864534E+005
9.5057760E-001	7.7255442E+006	7.7517152E-003	2.7820832E+011	1.6629755E+000	2.7004843E+005
9.5034810E-001	7.7465126E+006	7.8146498E-003	2.8197730E+011	1.6630597E+000	2.7145879E+005
9.5011760E-001	7.7675349E+006	7.8780724E-003	2.8579628E+011	1.6631439E+000	2.7287643E+005
9.4988600E-001	7.7886133E+006	7.9419773E-003	2.8966576E+011	1.6632279E+000	2.7430139E+005
9.4965330E-001	7.8097473E+006	8.0063766E-003	2.9358658E+011	1.6633122E+000	2.7573372E+005
9.4941960E-001	7.8309191E+006	8.0712838E-003	2.9755926E+011	1.6633921E+000	2.7717344E+005
9.4918480E-001	7.8521268E+006	8.1367086E-003	3.0158454E+011	1.6634674E+000	2.7862060E+005
9.4894890E-001	7.8733728E+006	8.2026534E-003	3.0566317E+011	1.6635386E+000	2.8007521E+005
9.4871190E-001	7.8946578E+006	8.2691212E-003	3.0979571E+011	1.6636064E+000	2.8153733E+005
9.4847390E-001	7.9159854E+006	8.3361138E-003	3.1398287E+011	1.6636717E+000	2.8300697E+005
9.4823470E-001	7.9373596E+006	8.4036346E-003	3.1822553E+011	1.6637354E+000	2.8448417E+005
9.4799450E-001	7.9587798E+006	8.4716867E-003	3.2252431E+011	1.6637973E+000	2.8596897E+005
9.4775310E-001	7.9802491E+006	8.5402725E-003	3.2687986E+011	1.6638588E+000	2.8746141E+005
9.4751070E-001	8.0017701E+006	8.6093952E-003	3.3129308E+011	1.6639199E+000	2.8896151E+005
9.4726710E-001	8.0233460E+006	8.6790561E-003	3.3576465E+011	1.6639818E+000	2.9046931E+005
9.4702240E-001	8.0449782E+006	8.7492551E-003	3.4029523E+011	1.6640446E+000	2.9198486E+005
9.4677660E-001	8.0666679E+006	8.8199935E-003	3.4488553E+011	1.6641085E+000	2.9350818E+005
9.4652970E-001	8.0884211E+006	8.8912759E-003	3.4953660E+011	1.6641748E+000	2.9503932E+005
9.4628170E-001	8.1102362E+006	8.9631022E-003	3.5424894E+011	1.6642432E+000	2.9657831E+005
9.4603250E-001	8.1321190E+006	9.0354707E-003	3.5902336E+011	1.6643150E+000	2.9812520E+005
9.4578220E-001	8.1540667E+006	9.1083874E-003	3.6386070E+011	1.6643891E+000	2.9968002E+005
9.4553080E-001	8.1760826E+006	9.1818561E-003	3.6876178E+011	1.6644667E+000	3.0124281E+005
9.4527830E-001	8.1981495E+006	9.2559037E-003	3.7372732E+011	1.6645454E+000	3.0281362E+005
9.4502460E-001	8.2202689E+006	9.3305355E-003	3.7875825E+011	1.6646254E+000	3.0439249E+005
9.4476970E-001	8.2424417E+006	9.4057518E-003	3.8385531E+011	1.6647067E+000	3.0597944E+005
9.4451370E-001	8.2646674E+006	9.4815576E-003	3.8901943E+011	1.6647888E+000	3.0757453E+005
9.4425660E-001	8.2869440E+006	9.5579628E-003	3.9425147E+011	1.6648719E+000	3.0917779E+005
9.4399830E-001	8.3092737E+006	9.6349608E-003	3.9955211E+011	1.6649556E+000	3.1078925E+005
9.4373880E-001	8.3316541E+006	9.7125659E-003	4.0492240E+011	1.6650399E+000	3.1240897E+005
9.4347820E-001	8.3540859E+006	9.7907783E-003	4.1036326E+011	1.6651242E+000	3.1403697E+005
9.4321640E-001	8.3765695E+006	9.8696027E-003	4.1587546E+011	1.6652091E+000	3.1567329E+005
9.4295340E-001	8.3991034E+006	9.9490425E-003	4.2146000E+011	1.6652935E+000	3.1731798E+005
9.4268930E-001	8.4216895E+006	1.0029103E-002	4.2711788E+011	1.6653779E+000	3.1897106E+005
9.4242390E-001	8.4443290E+006	1.0109779E-002	4.3284974E+011	1.6654623E+000	3.2063259E+005
9.4215740E-001	8.4670246E+006	1.0191074E-002	4.3865678E+011	1.6655464E+000	3.2230259E+005
9.4188970E-001	8.4897748E+006	1.0272993E-002	4.4453987E+011	1.6656303E+000	3.2398112E+005
9.4162090E-001	8.5125809E+006	1.0355537E-002	4.5050001E+011	1.6657135E+000	3.2566820E+005
9.4135080E-001	8.5354437E+006	1.0438711E-002	4.5653823E+011	1.6657964E+000	3.2736387E+005
9.4107950E-001	8.5583613E+006	1.0522518E-002	4.6265543E+011	1.6658783E+000	3.2906819E+005
9.4080700E-001	8.5813331E+006	1.0606961E-002	4.6885252E+011	1.6659586E+000	3.3078118E+005
9.4053330E-001	8.6043620E+006	1.0692043E-002	4.7513074E+011	1.6660380E+000	3.3250289E+005
9.4025840E-001	8.6274433E+006	1.0777771E-002	4.8149094E+011	1.6661153E+000	3.3423336E+005
9.3998230E-001	8.6505828E+006	1.0864143E-002	4.8793429E+011	1.6661913E+000	3.3597262E+005
9.3970500E-001	8.6737783E+006	1.0951167E-002	4.9446183E+011	1.6662657E+000	3.3772072E+005
9.3942640E-001	8.6970284E+006	1.1038843E-002	5.0107455E+011	1.6663375E+000	3.3947769E+005
9.3914660E-001	8.7203340E+006	1.1127175E-002	5.0777358E+011	1.6664069E+000	3.4124358E+005
9.3886560E-001	8.7436968E+006	1.1216165E-002	5.1456004E+011	1.6664739E+000	3.4301843E+005
9.3858330E-001	8.7671144E+006	1.1305822E-002	5.2143502E+011	1.6665382E+000	3.4480227E+005
9.3829980E-001	8.7905875E+006	1.1396140E-002	5.2839959E+011	1.6665990E+000	3.4659515E+005
9.3801500E-001	8.8141170E+006	1.1487131E-002	5.3545499E+011	1.6666570E+000	3.4839711E+005
9.3772900E-001	8.8377033E+006	1.1578790E-002	5.4260236E+011	1.6667111E+000	3.5020818E+005
9.3744170E-001	8.8613360E+006	1.1671145E-002	5.4984277E+011	1.6667610E+000	3.5202841E+005
9.3715320E-001	8.8850107E+006	1.1764214E-002	5.5717760E+011	1.6668065E+000	3.5385784E+005
9.3686340E-001	8.9087254E+006	1.1858006E-002	5.6460798E+011	1.6668472E+000	3.5569649E+005
9.3657230E-001	8.9324826E+006	1.1952523E-002	5.7213503E+011	1.6668841E+000	3.5754442E+005
9.3627990E-001	8.9562818E+006	1.2047772E-002	5.7976025E+011	1.6669164E+000	3.5940166E+005
9.3598630E-001	8.9801260E+006	1.2143756E-002	5.8748478E+011	1.6669451E+000	3.6126825E+005
9.3569140E-001	9.0040105E+006	1.2240481E-002	5.9530950E+011	1.6669695E+000	3.6314422E+005
9.3539510E-001	9.0279437E+006	1.2337958E-002	6.0323650E+011	1.6669915E+000	3.6502962E+005
9.3509760E-001	9.0519208E+006	1.2436186E-002	6.1126655E+011	1.6670095E+000	3.6692448E+005
9.3479880E-001	9.0759419E+006	1.2535173E-002	6.1940080E+011	1.6670245E+000	3.6882885E+005
9.3449860E-001	9.1000151E+006	1.2634927E-002	6.2764138E+011	1.6670376E+000	3.7074275E+005
9.3419720E-001	9.1241354E+006	1.2735444E-002	6.3598895E+011	1.6670475E+000	3.7266624E+005
9.3389440E-001	9.1483049E+006	1.2836739E-002	6.4444494E+011	1.6670558E+000	3.7459935E+005
9.3359030E-001	9.1725258E+006	1.2938811E-002	6.5301096E+011	1.6670620E+000	3.7654213E+005
9.3328490E-001	9.1967991E+006	1.3041667E-002	6.6168827E+011	1.6670671E+000	3.7849460E+005
9.3297820E-001	9.2211280E+006	1.3145310E-002	6.7047846E+011	1.6670710E+000	3.8045682E+005
9.3267010E-001	9.2455131E+006	1.3249742E-002	6.7938256E+011	1.6670747E+000	3.8242883E+005
9.3236070E-001	9.2699526E+006	1.3354976E-002	6.8840241E+011	1.6670773E+000	3.8441066E+005
