M	Y	acoustic_cutoff	delta_nu_scaling	nu_max	radius	age	delta_nu	d_delta_nu	delta_nu_0	d_delta_nu_0	delta_nu_1	d_delta_nu_1	ratio_1	delta_nu_2	d_delta_nu_2	ratio_2	delta_nu_3	d_delta_nu_3	ratio_3
1.2	0.25	2807.56107807055	96.8089069020847	1931.48449637664	1.37206648691	4.57e+09	88.716514488634	1.83186581632086	92.6322728938466	0.0957663655046072	92.7825909425028	0.093173164299466	1.00162273950493	92.8602289696514	0.0901238115563062	1.00246087101918	93.0816986010795	0.0868356518281714	1.0048517184475
1.2	0.25	4181.96846755915	128.992661491866	2871.1964123395	1.128131773611	27724032.1025559	119.61755875835	2.08474425262758	123.888887478825	0.087324612786996	123.989604325566	0.0913866693478752	1.00081296110402	124.129875442016	0.0920326343008476	1.00194519434386	124.341706607248	0.0908492778407895	1.0036550423338
1.2	0.26	2546.99420180968	90.1390408049434	1747.11747828829	1.43942191557252	4.57e+09	82.4667198653959	1.74590125151314	86.2391903636537	0.102226605789011	86.3195718912186	0.100558148164668	1.00093207655621	86.3984484071763	0.0939315734812554	1.0018467015153	86.5919172588889	0.106958575500687	1.00409009979973
1.2	0.26	3877.02966699638	122.017923006282	2652.78577051837	1.17091277749811	25570598.8952008	113.028388025456	2.01365172625133	117.181962770946	0.0912423790994404	117.257788521402	0.0960460329759455	1.00064707697894	117.360222703156	0.0969314581772533	1.00152122330088	117.542182751964	0.0959631245459244	1.00307402242205
1.2	0.27	2358.89186777445	85.0604499253214	1611.83247221189	1.49738018754607	4.57e+09	77.5664442974535	1.67517710348312	81.2894204200218	0.106695348366816	81.3478357137876	0.104614444892999	1.00071860881113	81.426447011529	0.107256509945666	1.00168566328557	81.3512358226563	0.275647927738614	1.00076043601142
1.2	0.27	3960.14808738172	123.656363579753	2698.88772100362	1.15937671436766	25131703.6033888	114.591461618505	2.02966048508229	118.773564175928	0.0950967137888856	118.857305252582	0.0989406596032831	1.00070504810758	118.974118334343	0.0981559734955338	1.00168854205736	119.166167055052	0.100340356520306	1.00330547358621
1.2	0.28	2024.05563536253	75.8952455210656	1377.82007579286	1.61863534000428	4.57e+09	62.8805624496632	1.83345655137293	72.4511215978869	0.114166164251746	72.3604091410987	0.100450001756101	0.998747949586045	68.2758116192799	0.897841810579319	0.942370664711301	61.3290697897088	1.04115830490937	0.846488893989703
1.2	0.28	3869.72623711382	121.423760963949	2628.13380469432	1.17282250742018	23934357.4853611	112.495472290552	2.0077443414395	116.64056209112	0.0999464639741762	116.716182714162	0.104248195367364	1.00064832183322	116.823463366624	0.104988754158527	1.00156807608113	117.008457490946	0.104029221986592	1.00315409488116
1.2	0.29	1776.91850623761	68.7151239147805	1202.89447991236	1.73425068787238	4.57e+09	52.8477139223342	2.08448388486731	65.447060092954	0.115716150125609	65.2268304090514	0.110811426462359	0.996634995008335	54.5333013499069	0.880533400453789	0.833242948918617	57.8772091952216	0.844407393911262	0.884336272905445
1.2	0.29	3771.35514451653	118.968031549902	2552.51403445544	1.18808360361924	22851078.8636785	110.177817481758	1.97355489658251	114.280569094799	0.105586315828362	114.345197898887	0.110321237363521	1.00056552749606	114.442411318473	0.111024512207829	1.00141618321431	114.618750528599	0.109980374499689	1.00295922077112
1.2	0.3	1468.62437847884	59.3784458499173	986.850231469337	1.92144123883355	4.57e+09	32.4329402948286	2.35042069330652	56.2956634467398	0.112628713527669	49.4019326359505	0.745093035410066	0.877544194548639	46.209924432277	0.651900494864099	0.820843411428933	41.9535580077079	0.651702477202061	0.745236052638394
1.2	0.3	3638.87250338086	115.734284694807	2455.04697545884	1.20924045213275	21605421.546469	107.136375316354	1.93694216499664	111.185566335149	0.111679062895954	111.235162222232	0.119038989888929	1.00044606407754	111.318093175873	0.117653698205058	1.00119194284917	111.48240416384	0.116576026881606	1.00266975146573
1.2	0.31	1506.30892353937	60.4752986061301	1009.99890848813	1.89283170224706	4166089777.63673	36.3355194102434	2.3171539627971	57.3871364755683	0.118348616043168	54.1167908487918	0.602209111328308	0.943012566445638	46.5879804168952	0.735659164922208	0.811819220788779	45.0142037674105	0.695127103331093	0.784395363350715
1.2	0.31	3531.4653902348	113.023850625855	2374.96980178873	1.22736594165641	20537801.4432116	104.558633951797	1.90634420523578	108.560743100222	0.117037373744377	108.596210769411	0.124870601932608	1.00032670805465	108.667975592762	0.123277502473733	1.0009877649091	108.822746939501	0.124072093800467	1.00241343078352
1.2	0.32	1418.53537454884	57.6750525720173	946.706761276792	1.95471620345392	3927629895.23939	30.4423413107143	2.27481059637974	54.6488863094884	0.116899885162648	46.7939709159163	0.724181857447279	0.856265773668506	44.80370855259	0.594656837388637	0.819846689992124	40.3874812030196	0.525921184813215	0.739035759563271
1.2	0.32	3447.6836826466	110.829657977012	2311.17357519175	1.24216690309645	19620051.5644657	102.480220244524	1.87542768677694	106.445241792088	0.120924834290196	106.468722884093	0.128874359822466	1.00022059315766	106.532906039352	0.12707099120234	1.00082356191586	106.680607621826	0.127950650090327	1.0022111446766
1.2	0.33	1404.46704754258	57.164949302009	934.861488683511	1.96231806326996	3623094675.65722	31.429863088749	2.28275958921682	54.157288310579	0.112966778306103	47.8015596558151	0.708407481127879	0.882643151955554	44.5323126099719	0.575398327802504	0.82227737021451	40.6066253792421	0.562065476060414	0.749790594137079
1.2	0.33	3337.03706043895	107.970729746567	2230.13178163031	1.26246084422184	18627977.7333171	99.7638910517489	1.84210508780844	103.678574811269	0.124026666271959	103.685663346622	0.130024163630023	1.00006837030086	103.738943872108	0.128050851982694	1.00058227132219	103.877213966689	0.128806056263781	1.00191591325191
